Date,Visitor Team,Home Team,Visitor Goals,Home Goals
2013-02-22,San Jose Sharks,Chicago Blackhawks,1,2
2013-02-22,Vancouver Canucks,Nashville Predators,1,0
2013-02-22,Florida Panthers,Pittsburgh Penguins,1,3
2013-02-23,New York Islanders,Buffalo Sabres,4,0
2013-02-23,Tampa Bay Lightning,Carolina Hurricanes,5,2
2013-02-23,Minnesota Wild,Calgary Flames,1,3
2013-02-23,San Jose Sharks,Dallas Stars,1,3
2013-02-23,Nashville Predators,Detroit Red Wings,0,4
2013-02-23,Phoenix Coyotes,Edmonton Oilers,2,3
2013-02-23,Colorado Avalanche,Los Angeles Kings,1,4
2013-02-23,New York Rangers,Montreal Canadiens,0,3
2013-02-23,Toronto Maple Leafs,Ottawa Senators,2,3
2013-02-23,Winnipeg Jets,Philadelphia Flyers,3,5
2013-02-23,Columbus Blue Jackets,St. Louis Blues,1,2
2013-02-23,New Jersey Devils,Washington Capitals,1,5
2013-02-24,Colorado Avalanche,Anaheim Ducks,3,4
2013-02-24,Phoenix Coyotes,Calgary Flames,4,5
2013-02-24,Columbus Blue Jackets,Chicago Blackhawks,0,1
2013-02-24,Vancouver Canucks,Detroit Red Wings,3,8
2013-02-24,Boston Bruins,Florida Panthers,4,1
2013-02-24,Winnipeg Jets,New Jersey Devils,4,2
2013-02-24,Carolina Hurricanes,New York Islanders,4,2
2013-02-24,Tampa Bay Lightning,Pittsburgh Penguins,3,5
2013-02-25,Edmonton Oilers,Chicago Blackhawks,2,3
2013-02-25,Anaheim Ducks,Los Angeles Kings,2,5
2013-02-25,Dallas Stars,Nashville Predators,4,5
2013-02-25,Montreal Canadiens,Ottawa Senators,1,2
2013-02-25,Toronto Maple Leafs,Philadelphia Flyers,4,2
2013-02-26,Dallas Stars,Columbus Blue Jackets,5,4
2013-02-26,Pittsburgh Penguins,Florida Panthers,4,6
2013-02-26,Calgary Flames,Minnesota Wild,1,2
2013-02-26,Boston Bruins,New York Islanders,4,1
2013-02-26,Winnipeg Jets,New York Rangers,4,3
2013-02-26,Colorado Avalanche,San Jose Sharks,2,3
2013-02-26,Buffalo Sabres,Tampa Bay Lightning,2,1
2013-02-26,Phoenix Coyotes,Vancouver Canucks,4,2
2013-02-26,Carolina Hurricanes,Washington Capitals,0,3
2013-02-27,Nashville Predators,Anaheim Ducks,1,5
2013-02-27,Detroit Red Wings,Los Angeles Kings,1,2
2013-02-27,Washington Capitals,Philadelphia Flyers,1,4
2013-02-27,Montreal Canadiens,Toronto Maple Leafs,5,2
2013-02-28,Ottawa Senators,Boston Bruins,1,2
2013-02-28,Pittsburgh Penguins,Carolina Hurricanes,1,4
2013-02-28,Calgary Flames,Colorado Avalanche,4,5
2013-02-28,Edmonton Oilers,Dallas Stars,5,1
2013-02-28,Buffalo Sabres,Florida Panthers,4,3
2013-02-28,Toronto Maple Leafs,New York Islanders,5,4
2013-02-28,Tampa Bay Lightning,New York Rangers,1,4
2013-02-28,Minnesota Wild,Phoenix Coyotes,4,3
2013-02-28,Detroit Red Wings,San Jose Sharks,2,1
2013-02-28,Chicago Blackhawks,St. Louis Blues,3,0
2013-02-28,New Jersey Devils,Winnipeg Jets,1,3
2013-03-01,Minnesota Wild,Anaheim Ducks,2,3
2013-03-01,Columbus Blue Jackets,Chicago Blackhawks,3,4
2013-03-01,Edmonton Oilers,St. Louis Blues,2,4
2013-03-02,Tampa Bay Lightning,Boston Bruins,2,3
2013-03-02,New Jersey Devils,Buffalo Sabres,3,4
2013-03-02,Florida Panthers,Carolina Hurricanes,2,6
2013-03-02,Pittsburgh Penguins,Montreal Canadiens,7,6
2013-03-02,Ottawa Senators,Philadelphia Flyers,1,2
2013-03-02,Anaheim Ducks,Phoenix Coyotes,4,5
2013-03-02,Nashville Predators,San Jose Sharks,1,2
2013-03-02,Los Angeles Kings,Vancouver Canucks,2,5
2013-03-02,Washington Capitals,Winnipeg Jets,3,0
2013-03-03,Montreal Canadiens,Boston Bruins,4,3
2013-03-03,Colorado Avalanche,Columbus Blue Jackets,1,2
2013-03-03,Vancouver Canucks,Calgary Flames,2,4
2013-03-03,St. Louis Blues,Dallas Stars,1,4
2013-03-03,Chicago Blackhawks,Detroit Red Wings,2,1
2013-03-03,Carolina Hurricanes,Florida Panthers,3,2
2013-03-03,Edmonton Oilers,Minnesota Wild,2,4
2013-03-03,Ottawa Senators,New York Islanders,2,3
2013-03-03,Buffalo Sabres,New York Rangers,2,3
2013-03-04,Nashville Predators,Los Angeles Kings,1,5
2013-03-04,Anaheim Ducks,Phoenix Coyotes,4,5
2013-03-04,Tampa Bay Lightning,Pittsburgh Penguins,3,4
2013-03-04,New Jersey Devils,Toronto Maple Leafs,2,4
2013-03-05,Buffalo Sabres,Carolina Hurricanes,3,4
2013-03-05,Edmonton Oilers,Columbus Blue Jackets,3,4
2013-03-05,Minnesota Wild,Chicago Blackhawks,3,5
2013-03-05,Colorado Avalanche,Detroit Red Wings,1,2
2013-03-05,Winnipeg Jets,Florida Panthers,1,4
2013-03-05,St. Louis Blues,Los Angeles Kings,4,6
2013-03-05,Tampa Bay Lightning,New Jersey Devils,5,2
2013-03-05,Montreal Canadiens,New York Islanders,3,6
2013-03-05,Philadelphia Flyers,New York Rangers,2,4
2013-03-05,San Jose Sharks,Vancouver Canucks,3,2
2013-03-05,Boston Bruins,Washington Capitals,3,4
2013-03-06,Phoenix Coyotes,Anaheim Ducks,0,2
2013-03-06,San Jose Sharks,Calgary Flames,1,4
2013-03-06,Colorado Avalanche,Chicago Blackhawks,2,3
2013-03-06,Ottawa Senators,Toronto Maple Leafs,4,5
2013-03-07,Toronto Maple Leafs,Boston Bruins,2,4
2013-03-07,Montreal Canadiens,Carolina Hurricanes,4,2
2013-03-07,Vancouver Canucks,Columbus Blue Jackets,1,2
2013-03-07,Edmonton Oilers,Detroit Red Wings,0,3
2013-03-07,Dallas Stars,Los Angeles Kings,5,2
2013-03-07,Buffalo Sabres,New Jersey Devils,2,3
2013-03-07,New York Rangers,New York Islanders,2,1
2013-03-07,Pittsburgh Penguins,Philadelphia Flyers,5,4
2013-03-07,St. Louis Blues,Phoenix Coyotes,6,3
2013-03-07,Winnipeg Jets,Tampa Bay Lightning,2,1
2013-03-07,Florida Panthers,Washington Capitals,1,7
2013-03-08,Calgary Flames,Anaheim Ducks,0,4
2013-03-08,Chicago Blackhawks,Colorado Avalanche,2,6
2013-03-08,Winnipeg Jets,Florida Panthers,3,2
2013-03-08,Edmonton Oilers,Nashville Predators,0,6
2013-03-08,Ottawa Senators,New York Rangers,3,2
2013-03-09,Philadelphia Flyers,Boston Bruins,0,3
2013-03-09,New Jersey Devils,Carolina Hurricanes,3,6
2013-03-09,Detroit Red Wings,Columbus Blue Jackets,0,3
2013-03-09,Calgary Flames,Los Angeles Kings,2,6
2013-03-09,Minnesota Wild,Nashville Predators,2,1
2013-03-09,Washington Capitals,New York Islanders,2,5
2013-03-09,Dallas Stars,Phoenix Coyotes,1,2
2013-03-09,St. Louis Blues,San Jose Sharks,4,3
2013-03-09,Montreal Canadiens,Tampa Bay Lightning,4,3
2013-03-09,Pittsburgh Penguins,Toronto Maple Leafs,5,4
2013-03-10,St. Louis Blues,Anaheim Ducks,2,4
2013-03-10,Edmonton Oilers,Chicago Blackhawks,6,5
2013-03-10,San Jose Sharks,Colorado Avalanche,2,3
2013-03-10,Columbus Blue Jackets,Detroit Red Wings,3,2
2013-03-10,Montreal Canadiens,Florida Panthers,5,2
2013-03-10,Vancouver Canucks,Minnesota Wild,2,4
2013-03-10,Winnipeg Jets,New Jersey Devils,2,3
2013-03-10,Buffalo Sabres,Philadelphia Flyers,2,3
2013-03-10,New York Islanders,Pittsburgh Penguins,1,6
2013-03-10,New York Rangers,Washington Capitals,4,1
2013-03-11,Calgary Flames,Los Angeles Kings,1,3
2013-03-11,Boston Bruins,Ottawa Senators,3,2
2013-03-12,New York Rangers,Buffalo Sabres,1,3
2013-03-12,Vancouver Canucks,Columbus Blue Jackets,2,1
2013-03-12,Edmonton Oilers,Colorado Avalanche,4,0
2013-03-12,Nashville Predators,Dallas Stars,4,0
2013-03-12,Tampa Bay Lightning,Florida Panthers,3,2
2013-03-12,Anaheim Ducks,Minnesota Wild,2,1
2013-03-12,Los Angeles Kings,Phoenix Coyotes,2,5
2013-03-12,Boston Bruins,Pittsburgh Penguins,2,3
2013-03-12,San Jose Sharks,St. Louis Blues,2,4
2013-03-12,Toronto Maple Leafs,Winnipeg Jets,2,5
2013-03-12,Carolina Hurricanes,Washington Capitals,4,0
2013-03-13,Detroit Red Wings,Calgary Flames,2,5
2013-03-13,Ottawa Senators,Montreal Canadiens,3,4
2013-03-13,Philadelphia Flyers,New Jersey Devils,2,5
2013-03-14,Florida Panthers,Boston Bruins,1,4
2013-03-14,Washington Capitals,Carolina Hurricanes,3,2
2013-03-14,Chicago Blackhawks,Columbus Blue Jackets,2,1
2013-03-14,Anaheim Ducks,Dallas Stars,2,1
2013-03-14,Colorado Avalanche,Minnesota Wild,3,5
2013-03-14,Los Angeles Kings,San Jose Sharks,3,4
2013-03-14,Phoenix Coyotes,St. Louis Blues,0,3
2013-03-14,New York Islanders,Tampa Bay Lightning,2,0
2013-03-14,Pittsburgh Penguins,Toronto Maple Leafs,3,1
2013-03-14,Nashville Predators,Vancouver Canucks,4,7
2013-03-14,New York Rangers,Winnipeg Jets,1,3
2013-03-15,Nashville Predators,Calgary Flames,3,6
2013-03-15,Detroit Red Wings,Edmonton Oilers,3,2
2013-03-15,New Jersey Devils,Philadelphia Flyers,1,2
2013-03-16,Washington Capitals,Boston Bruins,1,4
2013-03-16,Ottawa Senators,Buffalo Sabres,4,3
2013-03-16,Phoenix Coyotes,Columbus Blue Jackets,0,1
2013-03-16,Minnesota Wild,Colorado Avalanche,6,4
2013-03-16,Chicago Blackhawks,Dallas Stars,8,1
2013-03-16,New York Islanders,Florida Panthers,4,3
2013-03-16,San Jose Sharks,Los Angeles Kings,2,5
2013-03-16,Montreal Canadiens,New Jersey Devils,2,1
2013-03-16,New York Rangers,Pittsburgh Penguins,0,3
2013-03-16,Anaheim Ducks,St. Louis Blues,1,2
2013-03-16,Carolina Hurricanes,Tampa Bay Lightning,1,4
2013-03-16,Winnipeg Jets,Toronto Maple Leafs,5,4
2013-03-16,Detroit Red Wings,Vancouver Canucks,5,2
2013-03-17,Nashville Predators,Edmonton Oilers,2,3
2013-03-17,Winnipeg Jets,Ottawa Senators,1,4
2013-03-17,Boston Bruins,Pittsburgh Penguins,1,2
2013-03-17,Buffalo Sabres,Washington Capitals,3,5
2013-03-18,San Jose Sharks,Anaheim Ducks,3,5
2013-03-18,Chicago Blackhawks,Colorado Avalanche,5,2
2013-03-18,Calgary Flames,Dallas Stars,3,4
2013-03-18,Phoenix Coyotes,Los Angeles Kings,0,4
2013-03-18,Carolina Hurricanes,New York Rangers,1,2
2013-03-18,Philadelphia Flyers,Tampa Bay Lightning,2,4
2013-03-18,Minnesota Wild,Vancouver Canucks,3,1
2013-03-19,Florida Panthers,Carolina Hurricanes,4,1
2013-03-19,Nashville Predators,Columbus Blue Jackets,3,4
2013-03-19,Phoenix Coyotes,Los Angeles Kings,2,3
2013-03-19,Buffalo Sabres,Montreal Canadiens,3,2
2013-03-19,New York Rangers,New Jersey Devils,3,2
2013-03-19,Ottawa Senators,New York Islanders,5,3
2013-03-19,Washington Capitals,Pittsburgh Penguins,1,2
2013-03-19,St. Louis Blues,Vancouver Canucks,2,3
2013-03-19,Boston Bruins,Winnipeg Jets,1,3
2013-03-20,Chicago Blackhawks,Anaheim Ducks,2,4
2013-03-20,Dallas Stars,Colorado Avalanche,3,4
2013-03-20,Minnesota Wild,Detroit Red Wings,4,2
2013-03-20,San Jose Sharks,Edmonton Oilers,4,3
2013-03-20,Tampa Bay Lightning,Toronto Maple Leafs,2,4
2013-03-21,Toronto Maple Leafs,Buffalo Sabres,4,5
2013-03-21,New Jersey Devils,Carolina Hurricanes,4,1
2013-03-21,Dallas Stars,Los Angeles Kings,2,0
2013-03-21,Calgary Flames,Nashville Predators,3,5
2013-03-21,Montreal Canadiens,New York Islanders,5,2
2013-03-21,Florida Panthers,New York Rangers,3,1
2013-03-21,Boston Bruins,Ottawa Senators,2,1
2013-03-21,Vancouver Canucks,Phoenix Coyotes,2,1
2013-03-21,Washington Capitals,Winnipeg Jets,4,0
2013-03-22,Detroit Red Wings,Anaheim Ducks,5,1
2013-03-22,Calgary Flames,Columbus Blue Jackets,1,5
2013-03-22,Pittsburgh Penguins,New York Islanders,4,2
2013-03-22,Washington Capitals,Winnipeg Jets,6,1
2013-03-23,Colorado Avalanche,Dallas Stars,2,5
2013-03-23,St. Louis Blues,Edmonton Oilers,3,0
2013-03-23,Vancouver Canucks,Los Angeles Kings,1,0
2013-03-23,San Jose Sharks,Minnesota Wild,0,2
2013-03-23,Buffalo Sabres,Montreal Canadiens,2,1
2013-03-23,Florida Panthers,New Jersey Devils,1,2
2013-03-23,Columbus Blue Jackets,Nashville Predators,2,5
2013-03-23,Tampa Bay Lightning,Ottawa Senators,3,5
2013-03-23,Boston Bruins,Toronto Maple Leafs,2,3
2013-03-24,Detroit Red Wings,Anaheim Ducks,2,1
2013-03-24,St. Louis Blues,Calgary Flames,2,3
2013-03-24,Vancouver Canucks,Colorado Avalanche,3,2
2013-03-24,Florida Panthers,New York Islanders,0,3
2013-03-24,Washington Capitals,New York Rangers,3,2
2013-03-24,Philadelphia Flyers,Pittsburgh Penguins,1,2
2013-03-24,Tampa Bay Lightning,Winnipeg Jets,2,3
2013-03-25,San Jose Sharks,Anaheim Ducks,5,3
2013-03-25,Toronto Maple Leafs,Boston Bruins,2,3
2013-03-25,Los Angeles Kings,Chicago Blackhawks,5,4
2013-03-25,Minnesota Wild,Dallas Stars,7,4
2013-03-25,Edmonton Oilers,Nashville Predators,2,3
2013-03-25,New Jersey Devils,Ottawa Senators,2,3
2013-03-25,Detroit Red Wings,Phoenix Coyotes,3,2
2013-03-26,Winnipeg Jets,Carolina Hurricanes,4,1
2013-03-26,Calgary Flames,Chicago Blackhawks,0,2
2013-03-26,New York Rangers,Philadelphia Flyers,5,2
2013-03-26,Montreal Canadiens,Pittsburgh Penguins,0,1
2013-03-26,Edmonton Oilers,St. Louis Blues,3,0
2013-03-26,Buffalo Sabres,Tampa Bay Lightning,1,2
2013-03-26,Florida Panthers,Toronto Maple Leafs,2,3
2013-03-26,Columbus Blue Jackets,Vancouver Canucks,0,1
2013-03-26,New York Islanders,Washington Capitals,3,2
2013-03-27,Montreal Canadiens,Boston Bruins,6,5
2013-03-27,Colorado Avalanche,Calgary Flames,3,4
2013-03-27,Phoenix Coyotes,Minnesota Wild,3,4
2013-03-27,Anaheim Ducks,San Jose Sharks,0,4
2013-03-28,Columbus Blue Jackets,Edmonton Oilers,4,6
2013-03-28,Buffalo Sabres,Florida Panthers,4,5
2013-03-28,Phoenix Coyotes,Nashville Predators,7,4
2013-03-28,New York Rangers,Ottawa Senators,0,3
2013-03-28,New York Islanders,Philadelphia Flyers,4,3
2013-03-28,Winnipeg Jets,Pittsburgh Penguins,0,4
2013-03-28,Detroit Red Wings,San Jose Sharks,0,2
2013-03-28,Los Angeles Kings,St. Louis Blues,4,2
2013-03-28,Carolina Hurricanes,Toronto Maple Leafs,3,6
2013-03-28,Colorado Avalanche,Vancouver Canucks,1,4
2013-03-29,Columbus Blue Jackets,Calgary Flames,6,4
2013-03-29,Anaheim Ducks,Chicago Blackhawks,2,1
2013-03-29,Minnesota Wild,Dallas Stars,3,5
2013-03-29,New Jersey Devils,Tampa Bay Lightning,4,5
2013-03-30,Washington Capitals,Buffalo Sabres,4,3
2013-03-30,Nashville Predators,Colorado Avalanche,0,1
2013-03-30,Vancouver Canucks,Edmonton Oilers,0,4
2013-03-30,New Jersey Devils,Florida Panthers,2,3
2013-03-30,Los Angeles Kings,Minnesota Wild,3,4
2013-03-30,New York Rangers,Montreal Canadiens,0,3
2013-03-30,Toronto Maple Leafs,Ottawa Senators,4,0
2013-03-30,Boston Bruins,Philadelphia Flyers,1,3
2013-03-30,New York Islanders,Pittsburgh Penguins,0,2
2013-03-30,Phoenix Coyotes,San Jose Sharks,2,3
2013-03-30,Carolina Hurricanes,Winnipeg Jets,3,1
2013-03-31,Boston Bruins,Buffalo Sabres,2,0
2013-03-31,Anaheim Ducks,Columbus Blue Jackets,1,2
2013-03-31,Los Angeles Kings,Dallas Stars,3,2
2013-03-31,Chicago Blackhawks,Detroit Red Wings,7,1
2013-03-31,Washington Capitals,Philadelphia Flyers,4,5
2013-04-01,Nashville Predators,Chicago Blackhawks,2,3
2013-04-01,Anaheim Ducks,Dallas Stars,4,0
2013-04-01,Colorado Avalanche,Detroit Red Wings,2,3
2013-04-01,Calgary Flames,Edmonton Oilers,1,4
2013-04-01,St. Louis Blues,Minnesota Wild,4,1
2013-04-01,Carolina Hurricanes,Montreal Canadiens,1,4
2013-04-01,New York Islanders,New Jersey Devils,3,1
2013-04-01,Winnipeg Jets,New York Rangers,2,4
2013-04-01,Vancouver Canucks,San Jose Sharks,2,3
2013-04-02,Ottawa Senators,Boston Bruins,2,3
2013-04-02,Washington Capitals,Carolina Hurricanes,5,3
2013-04-02,Colorado Avalanche,Nashville Predators,1,3
2013-04-02,Winnipeg Jets,New York Islanders,2,5
2013-04-02,Los Angeles Kings,Phoenix Coyotes,1,3
2013-04-02,Buffalo Sabres,Pittsburgh Penguins,4,1
2013-04-02,Florida Panthers,Tampa Bay Lightning,3,2
2013-04-03,Dallas Stars,Anaheim Ducks,2,5
2013-04-03,Edmonton Oilers,Calgary Flames,8,2
2013-04-03,Pittsburgh Penguins,New York Rangers,1,6
2013-04-03,Montreal Canadiens,Philadelphia Flyers,3,5
2013-04-03,Minnesota Wild,San Jose Sharks,2,4
2013-04-04,New Jersey Devils,Boston Bruins,0,1
2013-04-04,Tampa Bay Lightning,Carolina Hurricanes,5,0
2013-04-04,St. Louis Blues,Chicago Blackhawks,4,3
2013-04-04,Minnesota Wild,Los Angeles Kings,0,3
2013-04-04,Winnipeg Jets,Montreal Canadiens,1,4
2013-04-04,Columbus Blue Jackets,Nashville Predators,3,1
2013-04-04,Detroit Red Wings,Phoenix Coyotes,2,4
2013-04-04,Philadelphia Flyers,Toronto Maple Leafs,5,3
2013-04-04,Edmonton Oilers,Vancouver Canucks,0,4
2013-04-04,New York Islanders,Washington Capitals,1,2
2013-04-05,Dallas Stars,Anaheim Ducks,3,1
2013-04-05,Ottawa Senators,Buffalo Sabres,2,4
2013-04-05,Detroit Red Wings,Colorado Avalanche,3,2
2013-04-05,New York Rangers,Pittsburgh Penguins,1,2
2013-04-05,Calgary Flames,San Jose Sharks,1,2
2013-04-05,Columbus Blue Jackets,St. Louis Blues,1,3
2013-04-06,New York Rangers,Carolina Hurricanes,4,1
2013-04-06,Washington Capitals,Florida Panthers,4,3
2013-04-06,Edmonton Oilers,Los Angeles Kings,1,4
2013-04-06,Boston Bruins,Montreal Canadiens,1,2
2013-04-06,Toronto Maple Leafs,New Jersey Devils,2,1
2013-04-06,Chicago Blackhawks,Nashville Predators,1,0
2013-04-06,Tampa Bay Lightning,New York Islanders,2,4
2013-04-06,Colorado Avalanche,Phoenix Coyotes,0,4
2013-04-06,Calgary Flames,Vancouver Canucks,2,5
2013-04-06,Philadelphia Flyers,Winnipeg Jets,1,4
2013-04-07,Los Angeles Kings,Anaheim Ducks,3,4
2013-04-07,New Jersey Devils,Buffalo Sabres,2,3
2013-04-07,Minnesota Wild,Columbus Blue Jackets,3,0
2013-04-07,Nashville Predators,Chicago Blackhawks,3,5
2013-04-07,St. Louis Blues,Detroit Red Wings,1,0
2013-04-07,Ottawa Senators,Florida Panthers,1,2
2013-04-07,Dallas Stars,San Jose Sharks,5,4
2013-04-07,Tampa Bay Lightning,Washington Capitals,2,4
2013-04-08,Edmonton Oilers,Anaheim Ducks,1,2
2013-04-08,Carolina Hurricanes,Boston Bruins,2,6
2013-04-08,Calgary Flames,Colorado Avalanche,3,1
2013-04-08,New York Rangers,Toronto Maple Leafs,3,4
2013-04-08,Phoenix Coyotes,Vancouver Canucks,0,2
2013-04-09,Pittsburgh Penguins,Carolina Hurricanes,5,3
2013-04-09,San Jose Sharks,Columbus Blue Jackets,0,4
2013-04-09,Los Angeles Kings,Dallas Stars,1,5
2013-04-09,Chicago Blackhawks,Minnesota Wild,1,0
2013-04-09,Washington Capitals,Montreal Canadiens,3,2
2013-04-09,St. Louis Blues,Nashville Predators,1,0
2013-04-09,Philadelphia Flyers,New York Islanders,1,4
2013-04-09,Ottawa Senators,Tampa Bay Lightning,2,3
2013-04-09,Buffalo Sabres,Winnipeg Jets,1,4
2013-04-10,Colorado Avalanche,Anaheim Ducks,4,1
2013-04-10,Vancouver Canucks,Calgary Flames,4,1
2013-04-10,Phoenix Coyotes,Edmonton Oilers,3,1
2013-04-10,Boston Bruins,New Jersey Devils,5,4
2013-04-10,Toronto Maple Leafs,New York Rangers,2,3
2013-04-11,New York Islanders,Boston Bruins,2,1
2013-04-11,Montreal Canadiens,Buffalo Sabres,5,1
2013-04-11,San Jose Sharks,Detroit Red Wings,3,2
2013-04-11,Colorado Avalanche,Los Angeles Kings,2,3
2013-04-11,St. Louis Blues,Minnesota Wild,2,0
2013-04-11,Ottawa Senators,Philadelphia Flyers,3,1
2013-04-11,Pittsburgh Penguins,Tampa Bay Lightning,6,3
2013-04-11,Florida Panthers,Winnipeg Jets,2,7
2013-04-11,Carolina Hurricanes,Washington Capitals,1,3
2013-04-12,St. Louis Blues,Columbus Blue Jackets,1,4
2013-04-12,Phoenix Coyotes,Calgary Flames,2,3
2013-04-12,Detroit Red Wings,Chicago Blackhawks,2,3
2013-04-12,Ottawa Senators,New Jersey Devils,2,0
2013-04-12,Dallas Stars,Nashville Predators,5,2
2013-04-13,Philadelphia Flyers,Buffalo Sabres,0,1
2013-04-13,Boston Bruins,Carolina Hurricanes,2,4
2013-04-13,Vancouver Canucks,Colorado Avalanche,3,4
2013-04-13,San Jose Sharks,Dallas Stars,1,2
2013-04-13,Calgary Flames,Edmonton Oilers,4,1
2013-04-13,Pittsburgh Penguins,Florida Panthers,3,1
2013-04-13,Anaheim Ducks,Los Angeles Kings,1,2
2013-04-13,Columbus Blue Jackets,Minnesota Wild,3,2
2013-04-13,New York Rangers,New York Islanders,1,0
2013-04-13,Montreal Canadiens,Toronto Maple Leafs,1,5
2013-04-13,Tampa Bay Lightning,Washington Capitals,5,6
2013-04-14,Tampa Bay Lightning,Buffalo Sabres,1,3
2013-04-14,Detroit Red Wings,Nashville Predators,3,0
2013-04-14,Chicago Blackhawks,St. Louis Blues,2,0
2013-04-15,Minnesota Wild,Calgary Flames,4,3
2013-04-15,Dallas Stars,Chicago Blackhawks,2,5
2013-04-15,Columbus Blue Jackets,Colorado Avalanche,4,3
2013-04-15,Philadelphia Flyers,Montreal Canadiens,7,3
2013-04-15,Vancouver Canucks,Nashville Predators,5,2
2013-04-15,San Jose Sharks,Phoenix Coyotes,4,0
2013-04-15,New Jersey Devils,Toronto Maple Leafs,0,2
2013-04-16,Minnesota Wild,Edmonton Oilers,5,3
2013-04-16,Florida Panthers,New York Islanders,2,5
2013-04-16,Carolina Hurricanes,Ottawa Senators,2,3
2013-04-16,New York Rangers,Philadelphia Flyers,2,4
2013-04-16,Los Angeles Kings,San Jose Sharks,2,3
2013-04-16,Vancouver Canucks,St. Louis Blues,1,2
2013-04-16,Tampa Bay Lightning,Winnipeg Jets,3,4
2013-04-16,Toronto Maple Leafs,Washington Capitals,1,5
2013-04-17,Columbus Blue Jackets,Anaheim Ducks,3,2
2013-04-17,Buffalo Sabres,Boston Bruins,3,2
2013-04-17,Detroit Red Wings,Calgary Flames,2,3
2013-04-17,Montreal Canadiens,Pittsburgh Penguins,4,6
2013-04-18,Vancouver Canucks,Dallas Stars,1,5
2013-04-18,Columbus Blue Jackets,Los Angeles Kings,1,2
2013-04-18,Tampa Bay Lightning,Montreal Canadiens,2,3
2013-04-18,Florida Panthers,New York Rangers,1,6
2013-04-18,Washington Capitals,Ottawa Senators,1,3
2013-04-18,New Jersey Devils,Philadelphia Flyers,3,0
2013-04-18,Minnesota Wild,San Jose Sharks,1,6
2013-04-18,Phoenix Coyotes,St. Louis Blues,1,2
2013-04-18,New York Islanders,Toronto Maple Leafs,5,3
2013-04-18,Carolina Hurricanes,Winnipeg Jets,3,4
2013-04-19,New York Rangers,Buffalo Sabres,8,4
2013-04-19,Anaheim Ducks,Calgary Flames,1,3
2013-04-19,Nashville Predators,Chicago Blackhawks,4,5
2013-04-19,Edmonton Oilers,Colorado Avalanche,4,1
2013-04-19,Dallas Stars,St. Louis Blues,1,2
2013-04-20,Pittsburgh Penguins,Boston Bruins,3,2
2013-04-20,Philadelphia Flyers,Carolina Hurricanes,5,3
2013-04-20,Phoenix Coyotes,Chicago Blackhawks,3,2
2013-04-20,Washington Capitals,Montreal Canadiens,5,1
2013-04-20,Florida Panthers,New Jersey Devils,2,6
2013-04-20,Toronto Maple Leafs,Ottawa Senators,4,1
2013-04-20,Detroit Red Wings,Vancouver Canucks,1,2
2013-04-20,New York Islanders,Winnipeg Jets,5,4
2013-04-21,Florida Panthers,Boston Bruins,0,3
2013-04-21,St. Louis Blues,Colorado Avalanche,3,5
2013-04-21,Anaheim Ducks,Edmonton Oilers,3,1
2013-04-21,Dallas Stars,Los Angeles Kings,3,4
2013-04-21,Calgary Flames,Minnesota Wild,4,1
2013-04-21,New Jersey Devils,New York Rangers,1,4
2013-04-21,Columbus Blue Jackets,San Jose Sharks,4,3
2013-04-21,Carolina Hurricanes,Tampa Bay Lightning,3,2
2013-04-22,Winnipeg Jets,Buffalo Sabres,2,1
2013-04-22,Phoenix Coyotes,Detroit Red Wings,0,4
2013-04-22,Anaheim Ducks,Edmonton Oilers,3,0
2013-04-22,Pittsburgh Penguins,Ottawa Senators,3,1
2013-04-22,Chicago Blackhawks,Vancouver Canucks,1,3
2013-04-23,New York Islanders,Carolina Hurricanes,3,4
2013-04-23,New York Rangers,Florida Panthers,2,3
2013-04-23,Los Angeles Kings,Minnesota Wild,1,2
2013-04-23,Montreal Canadiens,New Jersey Devils,2,3
2013-04-23,Calgary Flames,Nashville Predators,3,4
2013-04-23,Boston Bruins,Philadelphia Flyers,2,5
2013-04-23,Buffalo Sabres,Pittsburgh Penguins,4,2
2013-04-23,Dallas Stars,San Jose Sharks,2,3
2013-04-23,Colorado Avalanche,St. Louis Blues,1,3
